,number,date,range,concept,negation,hof,location,correct_answ,hof_answ,location_answ,negation_answ,bleu_score,levenstein_sim,cosine_sim,jaccard_sim,Elmo_cosine,new_cosine_sim
53,54,2/11/20 1:13,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
54,55,2/11/20 1:13,CHF,Congestive heart failure,1,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
55,56,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
56,57,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
57,58,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015202522277832,1.0
58,59,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015202522277832,1.0
59,60,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015202522277832,1.0
60,61,2/11/20 1:15,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
61,62,2/11/20 1:15,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
62,63,2/11/20 1:15,CHF,Congestive heart failure,0,1,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
63,64,2/11/20 1:16,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
64,65,2/11/20 1:16,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
65,66,2/11/20 1:17,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
66,67,2/11/20 1:18,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
67,68,2/11/20 1:18,HTN,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.2743043601512909,0.28404689505696296
68,69,2/11/20 1:18,HTN,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.2729126214981079,0.28404689505696296
69,70,2/11/20 1:20,HTN,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.2729114890098572,0.28404689505696296
70,71,2/11/20 1:21,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9040141701698303,1.0
71,72,2/11/20 1:21,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015588760375977,1.0
72,73,2/11/20 1:23,CHF,Congestive heart failure,0,0,,1,0.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015214443206787,1.0
73,74,2/11/20 1:25,chf,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201926231384,1.0
74,75,2/11/20 1:27,CHF,Congestive heart failure,0,0,,1,0.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
75,76,2/11/20 1:28,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
76,77,2/11/20 1:29,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
77,78,2/11/20 1:29,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
78,79,2/11/20 1:30,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015202522277832,1.0
79,80,2/11/20 1:30,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
80,81,2/11/20 1:30,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
81,82,2/11/20 1:31,CHF,Congestive heart failure,0,0,,1,0.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
82,83,2/11/20 1:31,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
83,84,2/11/20 1:31,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
84,85,2/11/20 1:33,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
85,86,2/11/20 1:34,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
86,87,2/11/20 1:35,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
87,88,2/11/20 1:36,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
88,89,2/11/20 1:36,CHF,Congestive heart failure,0,0,,1,0.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
89,90,2/11/20 1:36,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.9015201330184937,1.0
90,91,2/11/20 1:37,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5292187929153442,0.7833923250436783
91,92,2/11/20 1:45,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299198031425476,0.7833923250436783
92,93,2/11/20 1:46,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299375653266907,0.7833923250436783
93,94,2/11/20 1:48,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299375057220459,0.7833923250436783
94,95,2/11/20 1:49,Diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.636363636,0.5299375057220459,0.7833923250436783
95,96,2/11/20 1:49,diabetes mellitus type 2,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.161290323,0.5,1.0,0.5,0.644574761390686,0.6422618832439184
96,97,2/11/20 1:50,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.529155433177948,0.7833923250436783
97,98,2/11/20 1:50,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299097895622253,0.7833923250436783
98,99,2/11/20 1:50,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299375653266907,0.7833923250436783
99,100,2/11/20 1:51,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299375057220459,0.7833923250436783
100,101,2/11/20 1:51,diabetes,Diabetes Mellitus,1,0,,1,0.0,1.0,0.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299375057220459,0.7833923250436783
101,102,2/11/20 1:52,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299375057220459,0.7833923250436783
102,103,2/11/20 1:52,Diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.636363636,0.5299375057220459,0.7833923250436783
103,104,2/11/20 1:53,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299375057220459,0.7833923250436783
104,105,2/11/20 1:53,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299375057220459,0.7833923250436783
105,106,2/11/20 1:53,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.5299375057220459,0.7833923250436783
106,107,2/11/20 1:54,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0.0,0.04444444400000001,0.170714828,0.15,0.37747156620025635,-0.02618431895971298
107,108,2/11/20 1:54,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0.0,0.04444444400000001,0.170714828,0.15,0.3772829473018646,-0.02618431895971298
108,109,2/11/20 1:55,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8228786587715149,0.6427018344402313
109,110,2/11/20 1:55,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227041363716125,0.6427018344402313
110,111,2/11/20 1:55,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227033615112305,0.6427018344402313
111,112,2/11/20 2:12,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227034211158752,0.6427018344402313
112,113,2/11/20 2:12,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.82270348072052,0.6427018344402313
113,114,2/11/20 2:13,coronary artery disease,Coronary Artery Disease,1,1,Coronary artery,1,1.0,1.0,1.0,1.0,1.0,1.0,0.666666667,0.9147588610649109,1.0
114,115,2/11/20 2:14,coronary artery disease,Coronary Artery Disease,0,0,Arteries,1,1.0,1.0,1.0,1.0,1.0,1.0,0.666666667,0.9137372374534607,1.0
115,116,2/11/20 2:15,CAD,Coronary Artery Disease,0,1,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.9137130975723267,1.0
116,117,2/11/20 2:15,CAD,Coronary Artery Disease,1,0,,1,0.0,1.0,0.0,0.981481481,0.958333333,1.0,0.625,0.9137101769447327,1.0
117,118,2/11/20 2:16,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.9137098789215088,1.0
118,119,2/11/20 2:16,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.9137099385261536,1.0
119,120,2/11/20 2:17,CAD,Coronary Artery Disease,0,0,,1,0.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.9137099385261536,1.0
120,121,2/11/20 2:18,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.913709819316864,1.0
121,122,2/11/20 2:18,CAD,Coronary Artery Disease,1,0,,1,0.0,1.0,0.0,0.981481481,0.958333333,1.0,0.625,0.9137099385261536,1.0
122,123,2/11/20 2:20,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.9137099385261536,1.0
123,124,2/11/20 2:21,CAD,Coronary Artery Disease,0,0,,1,0.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.9137099385261536,1.0
124,125,2/11/20 2:21,CAD,Coronary Artery Disease,0,0,,1,0.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.913709819316864,1.0
125,126,2/11/20 2:22,afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.46212807297706604,0.5907469987869263
126,127,2/11/20 2:23,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.9429439306259155,1.0
127,128,2/11/20 2:23,afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.4606901705265045,0.5907469987869263
128,129,2/11/20 2:24,afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.46271196007728577,0.5907469987869263
129,130,2/11/20 2:24,ATRIAL FIBRILLATION,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,0.0,1.0,1.0,1.0,1.0,0.166666667,0.9429453611373901,1.0
130,131,2/11/20 2:25,ATRIAL FIBRILLATION,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,0.0,1.0,1.0,1.0,1.0,0.166666667,0.9408672451972961,1.0
131,132,2/11/20 2:26,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.9407969117164612,1.0
132,133,2/11/20 2:26,Afib,Atrial Fibrillation,0,0,,1,0.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.4605922996997833,0.5907469987869263
133,134,2/11/20 2:27,Atrial fibrillation,Atrial Fibrillation,0,1,Heart Atrium,1,0.0,1.0,1.0,1.0,1.0,1.0,0.833333333,0.9429163932800293,1.0
134,135,2/11/20 2:27,Afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.4606873393058777,0.5907469987869263
135,136,2/11/20 2:27,Afib,Atrial Fibrillation,0,1,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.46271172165870667,0.5907469987869263
136,137,2/11/20 2:28,Afib,Atrial Fibrillation,0,0,,1,0.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.4627631902694702,0.5907469987869263
137,138,2/11/20 2:28,Afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.46276381611824036,0.5907469987869263
138,139,2/11/20 2:29,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9429452419281006,1.0
139,140,2/11/20 2:31,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9408673644065857,1.0
140,141,2/11/20 2:32,AFib,Atrial Fibrillation,0,0,,1,0.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.4605956971645355,0.5907469987869263
141,142,2/11/20 2:32,AFib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.46270573139190674,0.5907469987869263
142,143,2/11/20 2:32,AFib,Atrial Fibrillation,0,0,,1,0.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.4627631604671478,0.5907469987869263
143,144,2/11/20 2:33,AFib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.46276381611824036,0.5907469987869263
144,145,2/11/20 2:33,AFib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.46276387572288513,0.5907469987869263
145,146,2/11/20 2:33,AFib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.46276387572288513,0.5907469987869263
146,147,2/11/20 2:35,Acute on chronic renal insufficiency,Acute Kidney Insufficiency,0,0,Kidney,1,1.0,1.0,1.0,0.3125,0.611111111,0.529309154,0.578947368,0.7418197393417358,0.33918031957000494
147,148,2/11/20 2:36,joint disease,Arthropathy,0,0,Joints,1,1.0,1.0,1.0,0.0,0.076923077,0.435643911,0.2,0.4179072678089142,0.47540633380413055
148,149,2/11/20 2:39,phlebolith,Phlebolithiasis,0,0,Mesentery,1,1.0,0.0,1.0,0.0,0.666666667,0.0,0.636363636,0.5935500264167786,0.0
149,150,2/11/20 2:40,narrowing,Coxitis,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.3422170579433441,0.0
150,151,2/11/20 2:41,hip rheumatoid arthritis,Coxitis,0,0,Hip structure,1,1.0,1.0,1.0,0.0,0.208333333,0.0,0.26666666699999997,0.5920026302337646,0.0
151,152,2/11/20 2:42,aneurysm,Aneurysm,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.9249856472015381,1.0
152,153,2/11/20 2:42,dystonia,Dystonia Disorders,0,0,,1,1.0,1.0,1.0,0.263157895,0.444444444,0.8299539090000001,0.666666667,0.5678079128265381,0.654179260134697
153,154,2/11/20 2:43,renal tubular acidosis,Renal tubular acidosis,0,0,Kidney,1,1.0,1.0,1.0,1.0,1.0,1.0,0.933333333,0.9321516156196594,1.0
154,155,2/11/20 2:43,SQUAMOUS CELL CARCINOMA OF THE LUNG,Squamous cell carcinoma of lung,0,0,Squamous Epithelial Cells,1,1.0,0.0,1.0,0.949019608,0.8857142859999999,1.0,0.064516129,0.825785219669342,0.40711319809215085
155,156,2/11/20 2:44,squamous cell carcinoma,Squamous cell carcinoma,0,0,Squamous Epithelial Cells,1,1.0,0.0,1.0,1.0,1.0,1.0,0.9285714290000001,0.9263221025466919,1.0
156,157,2/11/20 2:45,Multinodular goiter,Multinodular goiter,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8839569091796875,1.0
157,158,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8194462656974792,0.6427018344402313
158,159,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8226999640464783,0.6427018344402313
159,160,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227034211158752,0.6427018344402313
160,161,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227034211158752,0.6427018344402313
161,162,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227033615112305,0.6427018344402313
162,163,2/12/20 4:20,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227033615112305,0.6427018344402313
163,164,2/12/20 4:20,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227033615112305,0.6427018344402313
164,165,2/12/20 4:20,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227034211158752,0.6427018344402313
165,166,2/12/20 4:20,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227034211158752,0.6427018344402313
166,167,2/12/20 4:21,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.8227033615112305,0.6427018344402313
167,168,2/12/20 4:21,Drug Interaction Instruction Take with food,Food-Drug Interactions,0,0,,0,,,,0.208333333,0.27906976699999997,0.036011785,0.681818182,0.5675056576728821,0.1984571305414041
168,169,2/12/20 4:22,hypertension,Hypertensive disease,0,1,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.533333333,0.6098676919937134,0.536808118224144
169,170,2/12/20 4:23,hypertension,Hypertensive disease,0,0,,1,0.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.533333333,0.6145424246788025,0.536808118224144
170,171,2/12/20 4:23,hypertension,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.533333333,0.6145945191383362,0.536808118224144
171,172,2/12/20 4:24,HTN,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.6145976185798645,0.536808118224144
172,173,2/12/20 4:25,HTN,Hypertensive disease,0,0,Structure of right knee,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.6145977973937988,0.536808118224144
173,174,2/12/20 4:25,HTN,Hypertensive disease,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.6145977973937988,0.536808118224144
