,number,date,range,concept,negation,hof,location,correct_answ,hof_answ,location_answ,negation_answ,bleu_score,levenstein_sim,cosine_sim,jaccard_sim,Elmo_cosine,new_cosine_sim
49,50,2/11/20 1:11,chf,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.10307295726878303,0.40211602939026697
50,51,2/11/20 1:11,chf,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.1030732701931681,0.40211602939026697
51,52,2/11/20 1:12,chf,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.10307325848511287,0.40211602939026697
52,53,2/11/20 1:12,chf,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.1030732627425875,0.40211602939026697
53,54,2/11/20 1:13,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31227415587220875,0.0
54,55,2/11/20 1:13,CHF,Congestive heart failure,1,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.312308920281274,0.0
55,56,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230939286095755,0.0
56,57,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093843460083,0.0
57,58,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230936092989786,0.0
58,59,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230936092989786,0.0
59,60,2/11/20 1:14,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093715735844,0.0
60,61,2/11/20 1:15,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230936518737246,0.0
61,62,2/11/20 1:15,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093864747456,0.0
62,63,2/11/20 1:15,CHF,Congestive heart failure,0,1,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123094013759068,0.0
63,64,2/11/20 1:16,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093864747456,0.0
64,65,2/11/20 1:16,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230938008853365,0.0
65,66,2/11/20 1:17,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937370232176,0.0
66,67,2/11/20 1:18,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093864747456,0.0
67,68,2/11/20 1:18,HTN,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.2679104932716915,0.0
68,69,2/11/20 1:18,HTN,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.2680699420826776,0.0
69,70,2/11/20 1:20,HTN,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.263157895,0.5,0.6737101670000001,0.5,0.26806987076997757,0.0
70,71,2/11/20 1:21,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123753070831299,0.0
71,72,2/11/20 1:21,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123092566217695,0.0
72,73,2/11/20 1:23,CHF,Congestive heart failure,0,0,,1,0.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937370232176,0.0
73,74,2/11/20 1:25,chf,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.10209876405341285,0.40211602939026697
74,75,2/11/20 1:27,CHF,Congestive heart failure,0,0,,1,0.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3122739791870117,0.0
75,76,2/11/20 1:28,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230888835021425,0.0
76,77,2/11/20 1:29,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093864747456,0.0
77,78,2/11/20 1:29,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230936092989786,0.0
78,79,2/11/20 1:30,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093843460083,0.0
79,80,2/11/20 1:30,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230938860348295,0.0
80,81,2/11/20 1:30,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093864747456,0.0
81,82,2/11/20 1:31,CHF,Congestive heart failure,0,0,,1,0.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937370232176,0.0
82,83,2/11/20 1:31,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937795979635,0.0
83,84,2/11/20 1:31,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937370232176,0.0
84,85,2/11/20 1:33,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230936305863516,0.0
85,86,2/11/20 1:34,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937370232176,0.0
86,87,2/11/20 1:35,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230939498969484,0.0
87,88,2/11/20 1:36,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937370232176,0.0
88,89,2/11/20 1:36,CHF,Congestive heart failure,0,0,,1,0.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.3123093673161098,0.0
89,90,2/11/20 1:36,CHF,Congestive heart failure,0,0,,1,1.0,1.0,1.0,0.981481481,0.96,1.0,0.833333333,0.31230937583105906,0.0
90,91,2/11/20 1:37,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.4149987921118736,0.4130831448959985
91,92,2/11/20 1:45,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.4190695857008298,0.4130831448959985
92,93,2/11/20 1:46,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.41907210151354474,0.4130831448959985
93,94,2/11/20 1:48,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.41907206426064175,0.4130831448959985
94,95,2/11/20 1:49,Diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.636363636,0.4265078852574031,0.41001311784648165
95,96,2/11/20 1:49,diabetes mellitus type 2,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.161290323,0.5,1.0,0.5,0.30127729444454115,0.406431657709579
96,97,2/11/20 1:50,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.4177875394622485,0.4130831448959985
97,98,2/11/20 1:50,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.4190729185938835,0.4130831448959985
98,99,2/11/20 1:50,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.4190721313158671,0.4130831448959985
99,100,2/11/20 1:51,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.419072004655997,0.4130831448959985
100,101,2/11/20 1:51,diabetes,Diabetes Mellitus,1,0,,1,0.0,1.0,0.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.4190720319747925,0.4130831448959985
101,102,2/11/20 1:52,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.4190720071395238,0.4130831448959985
102,103,2/11/20 1:52,Diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.636363636,0.42650789270798367,0.41001311784648165
103,104,2/11/20 1:53,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.41484813143809635,0.4130831448959985
104,105,2/11/20 1:53,diabetes,Diabetes Mellitus,0,0,,1,0.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.41906996568044025,0.4130831448959985
105,106,2/11/20 1:53,diabetes,Diabetes Mellitus,0,0,,1,1.0,1.0,1.0,0.263157895,0.470588235,0.8091974259999999,0.5,0.41907201955715817,0.4130831448959985
106,107,2/11/20 1:54,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0.0,0.04444444400000001,0.170714828,0.15,0.18832260204686058,0.0
107,108,2/11/20 1:54,DIS,"Deafness, Sensorineural, And Male Infertility",0,0,,0,,,,0.0,0.04444444400000001,0.170714828,0.15,0.1882323283288214,0.0
108,109,2/11/20 1:55,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.30495706635216874,0.4050285166654831
109,110,2/11/20 1:55,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.3052194428940614,0.4050285166654831
110,111,2/11/20 1:55,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.3052189977218707,0.4050285166654831
111,112,2/11/20 2:12,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.3052189915130536,0.4050285166654831
112,113,2/11/20 2:12,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.305218984062473,0.4050285166654831
113,114,2/11/20 2:13,coronary artery disease,Coronary Artery Disease,1,1,Coronary artery,1,1.0,1.0,1.0,1.0,1.0,1.0,0.666666667,0.36624583034288316,0.4064008955402594
114,115,2/11/20 2:14,coronary artery disease,Coronary Artery Disease,0,0,Arteries,1,1.0,1.0,1.0,1.0,1.0,1.0,0.666666667,0.3705744168588093,0.4064008955402594
115,116,2/11/20 2:15,CAD,Coronary Artery Disease,0,1,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.3080680455480303,0.0
116,117,2/11/20 2:15,CAD,Coronary Artery Disease,1,0,,1,0.0,1.0,0.0,0.981481481,0.958333333,1.0,0.625,0.3097158989736012,0.0
117,118,2/11/20 2:16,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.3097171506711415,0.0
118,119,2/11/20 2:16,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.309717201760837,0.0
119,120,2/11/20 2:17,CAD,Coronary Artery Disease,0,0,,1,0.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.30971723794937134,0.0
120,121,2/11/20 2:18,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.3097172273056848,0.0
121,122,2/11/20 2:18,CAD,Coronary Artery Disease,1,0,,1,0.0,1.0,0.0,0.981481481,0.958333333,1.0,0.625,0.30971722304821014,0.0
122,123,2/11/20 2:20,CAD,Coronary Artery Disease,0,0,,1,1.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.3097172273056848,0.0
123,124,2/11/20 2:21,CAD,Coronary Artery Disease,0,0,,1,0.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.30971723582063404,0.0
124,125,2/11/20 2:21,CAD,Coronary Artery Disease,0,0,,1,0.0,1.0,1.0,0.981481481,0.958333333,1.0,0.625,0.3097172443355833,0.0
125,126,2/11/20 2:22,afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.23640325168768564,0.363867286243476
126,127,2/11/20 2:23,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.3310689826806386,0.3987673323639889
127,128,2/11/20 2:23,afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.23992610722780228,0.363867286243476
128,129,2/11/20 2:24,afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.2404403711358706,0.363867286243476
129,130,2/11/20 2:24,ATRIAL FIBRILLATION,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,0.0,1.0,1.0,1.0,1.0,0.166666667,0.15255303805073103,0.0
130,131,2/11/20 2:25,ATRIAL FIBRILLATION,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,0.0,1.0,1.0,1.0,1.0,0.166666667,0.15040782218178114,0.0
131,132,2/11/20 2:26,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.3284129500389099,0.3987673323639889
132,133,2/11/20 2:26,Afib,Atrial Fibrillation,0,0,,1,0.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.2724719817439715,0.4162763003259897
133,134,2/11/20 2:27,Atrial fibrillation,Atrial Fibrillation,0,1,Heart Atrium,1,0.0,1.0,1.0,1.0,1.0,1.0,0.833333333,0.3266987204551697,0.4099456356872212
134,135,2/11/20 2:27,Afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.27288765211900073,0.4162763003259897
135,136,2/11/20 2:27,Afib,Atrial Fibrillation,0,1,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.27257421612739563,0.4162763003259897
136,137,2/11/20 2:28,Afib,Atrial Fibrillation,0,0,,1,0.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.2725861693422,0.4162763003259897
137,138,2/11/20 2:28,Afib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.25,0.2725871081153552,0.4162763003259897
138,139,2/11/20 2:29,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3285357157389323,0.3987673323639889
139,140,2/11/20 2:31,atrial fibrillation,Atrial Fibrillation,0,0,Heart Atrium,1,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3310978151857853,0.3987673323639889
140,141,2/11/20 2:32,AFib,Atrial Fibrillation,0,0,,1,0.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.29926952222983044,0.39757098630070686
141,142,2/11/20 2:32,AFib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.29933206737041473,0.39757098630070686
142,143,2/11/20 2:32,AFib,Atrial Fibrillation,0,0,,1,0.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.29933304091294605,0.39757098630070686
143,144,2/11/20 2:33,AFib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.2993330657482147,0.39757098630070686
144,145,2/11/20 2:33,AFib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.2993330930670102,0.39757098630070686
145,146,2/11/20 2:33,AFib,Atrial Fibrillation,0,0,,1,1.0,1.0,1.0,0.0,0.21052631600000002,0.8008730409999999,0.363636364,0.2993330831329028,0.39757098630070686
146,147,2/11/20 2:35,Acute on chronic renal insufficiency,Acute Kidney Insufficiency,0,0,Kidney,1,1.0,1.0,1.0,0.3125,0.611111111,0.529309154,0.578947368,0.25974569341966086,0.4561670964867014
147,148,2/11/20 2:36,joint disease,Arthropathy,0,0,Joints,1,1.0,1.0,1.0,0.0,0.076923077,0.435643911,0.2,0.36653307676315305,0.3109526904920737
148,149,2/11/20 2:39,phlebolith,Phlebolithiasis,0,0,Mesentery,1,1.0,0.0,1.0,0.0,0.666666667,0.0,0.636363636,0.2777410626411438,0.3517705963392343
149,150,2/11/20 2:40,narrowing,Coxitis,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.22551977038383483,0.35248561962335195
150,151,2/11/20 2:41,hip rheumatoid arthritis,Coxitis,0,0,Hip structure,1,1.0,1.0,1.0,0.0,0.208333333,0.0,0.26666666699999997,0.2552883888284365,0.3501106800906586
151,152,2/11/20 2:42,aneurysm,Aneurysm,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777779999999,0.4034480184316635,0.43696698784057436
152,153,2/11/20 2:42,dystonia,Dystonia Disorders,0,0,,1,1.0,1.0,1.0,0.263157895,0.444444444,0.8299539090000001,0.666666667,0.3964274351795514,0.37312495717778804
153,154,2/11/20 2:43,renal tubular acidosis,Renal tubular acidosis,0,0,Kidney,1,1.0,1.0,1.0,1.0,1.0,1.0,0.933333333,0.3662436334859757,0.368070747946479
154,155,2/11/20 2:43,SQUAMOUS CELL CARCINOMA OF THE LUNG,Squamous cell carcinoma of lung,0,0,Squamous Epithelial Cells,1,1.0,0.0,1.0,0.949019608,0.8857142859999999,1.0,0.064516129,0.06606412373690142,0.0
155,156,2/11/20 2:44,squamous cell carcinoma,Squamous cell carcinoma,0,0,Squamous Epithelial Cells,1,1.0,0.0,1.0,1.0,1.0,1.0,0.9285714290000001,0.3515995421579906,0.37077080562078163
156,157,2/11/20 2:45,Multinodular goiter,Multinodular goiter,0,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3497587318221728,1.0
157,158,2/12/20 4:19,Food/Drug Interaction,Food-Drug Interactions,0,0,,1,1.0,1.0,1.0,0.25,0.9090909090000001,0.8100879790000001,0.833333333,0.3057698017607133,0.4050285166654831
